grid_latitude,grid_longitude,weathercode,temperature_2m_mean,temperature_2m_max,temperature_2m_min,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,shortwave_radiation_sum,Number of Sites Reporting,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_7,aqi_roll_mean_3,aqi_roll_mean_7,aqi_roll_std_7,aqi_diff_1,aqi_diff_7,month,weekday,season,month_sin,month_cos,weekday_sin,weekday_cos,temp_range,wind_dir_sin,wind_dir_cos,AQI
42.448944,-76.498665,73,2.5,7.3,-1.7,42276.74,37902.97,1.1,0.3,0.56,4.0,10.2,20.3,19.34,1.0,35.0,35.0,36.0,41.0,35.333333333333336,33.42857142857143,5.798193478924919,0.0,-6.0,3,0,1,1.0,6.123233995736766e-17,0.0,1.0,9.0,-0.898794046299167,0.4383711467890774,39.0
42.448944,-76.498665,3,8.0,16.0,1.0,42447.71,38003.79,0.0,0.0,0.0,0.0,3.7,7.7,18.77,1.0,39.0,35.0,35.0,33.0,36.333333333333336,33.142857142857146,5.3984124650546095,4.0,6.0,3,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,15.0,-0.13917310096006588,0.9902680687415703,46.0
42.448944,-76.498665,3,12.2,22.6,3.2,42618.29,29935.14,0.0,0.0,0.0,0.0,5.33,9.7,15.67,1.0,46.0,39.0,35.0,22.0,40.0,35.0,7.257180352359068,7.0,24.0,3,2,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,19.400000000000002,-0.374606593415912,-0.9271838545667874,50.0
42.448944,-76.498665,3,11.9,19.9,2.7,42789.68,34605.76,0.0,0.0,0.0,0.0,2.1,7.2,18.61,1.0,50.0,46.0,39.0,32.0,45.0,39.0,6.582805886043815,4.0,18.0,3,3,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,17.2,0.9510565162951536,-0.30901699437494734,45.0
42.448944,-76.498665,61,7.6,12.8,3.6,42961.88,3106.78,3.7,3.7,0.0,3.0,5.94,10.8,6.57,1.0,45.0,50.0,46.0,36.0,47.0,40.857142857142854,6.0944940022004195,-5.0,9.0,3,4,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,9.200000000000001,-0.6946583704589976,0.7193398003386509,37.0
42.448944,-76.498665,3,7.8,13.7,2.6,43134.77,22880.43,0.0,0.0,0.0,0.0,4.51,8.4,15.47,1.0,37.0,45.0,50.0,35.0,44.0,41.0,5.972157622389617,-8.0,2.0,3,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,11.1,-0.8090169943749473,-0.5877852522924732,39.0
42.448944,-76.498665,53,6.7,10.3,3.0,43308.26,6115.35,1.1,1.1,0.0,2.0,6.46,11.9,7.96,1.0,39.0,37.0,45.0,35.0,40.333333333333336,41.57142857142857,5.472876844254828,2.0,4.0,3,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,7.300000000000001,-0.9961946980917455,-0.08715574274765825,35.0
42.448944,-76.498665,3,1.4,2.8,0.1,43482.22,13419.94,0.0,0.0,0.0,0.0,5.41,9.9,12.3,1.0,35.0,39.0,37.0,39.0,37.0,41.57142857142857,5.472876844254828,-4.0,-4.0,3,0,1,1.0,6.123233995736766e-17,0.0,1.0,2.6999999999999997,-0.9945218953682734,-0.10452846326765336,35.0
42.448944,-76.498665,73,1.4,4.2,-0.5,43656.56,3600.0,0.6,0.2,0.28,2.0,5.81,11.5,8.67,1.0,35.0,35.0,39.0,46.0,36.333333333333336,41.0,5.972157622389617,0.0,-11.0,3,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,4.7,-0.9563047559630353,-0.2923717047227371,36.0
42.448944,-76.498665,73,1.1,5.5,-3.5,43831.16,12680.62,1.1,0.3,0.56,2.0,7.14,14.7,10.3,1.0,36.0,35.0,35.0,50.0,35.333333333333336,39.57142857142857,5.769377287516742,1.0,-14.0,3,2,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,9.0,-0.9510565162951535,-0.30901699437494756,35.0
42.448944,-76.498665,3,-2.6,-0.2,-4.1,44005.92,2936.32,0.0,0.0,0.0,0.0,7.41,15.1,11.7,1.0,35.0,36.0,35.0,45.0,35.333333333333336,37.42857142857143,3.6449573777637068,-1.0,-10.0,3,3,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,3.8999999999999995,-0.9563047559630354,0.2923717047227367,34.0
42.448944,-76.498665,73,-2.5,1.3,-7.8,44180.73,28434.41,0.4,0.1,0.21,1.0,3.01,9.2,16.78,1.0,34.0,35.0,36.0,37.0,35.0,35.857142857142854,1.6761634196949997,-1.0,-3.0,3,4,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,9.1,0.9455185755993168,-0.32556815445715664,35.0
42.448944,-76.498665,75,-1.5,0.8,-3.3,44355.49,3600.0,12.0,5.7,4.41,10.0,5.83,12.8,6.07,1.0,35.0,34.0,35.0,39.0,34.666666666666664,35.57142857142857,1.6183471874253228,1.0,-4.0,3,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,4.1,-0.5735764363510465,0.8191520442889916,37.0
42.448944,-76.498665,3,-2.0,1.8,-6.5,44530.07,42854.21,0.0,0.0,0.0,0.0,4.2,10.5,22.19,1.0,37.0,35.0,34.0,35.0,35.333333333333336,35.285714285714285,0.9511897312112585,2.0,2.0,3,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,8.3,-0.5877852522924734,0.8090169943749473,42.0
42.448944,-76.498665,45,4.9,14.6,-4.3,44704.39,42624.82,0.0,0.0,0.0,0.0,6.56,12.1,21.65,1.0,42.0,37.0,35.0,35.0,38.0,36.285714285714285,2.6903708365381616,5.0,7.0,3,0,1,1.0,6.123233995736766e-17,0.0,1.0,18.9,0.7431448254773942,-0.6691306063588582,44.0
42.448944,-76.498665,3,10.3,17.2,2.8,44878.31,28800.0,0.0,0.0,0.0,0.0,5.95,17.5,19.69,1.0,44.0,42.0,37.0,36.0,41.0,37.57142857142857,3.8668308667926925,2.0,8.0,3,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,14.399999999999999,0.6293203910498374,-0.7771459614569709,42.0
42.448944,-76.498665,3,11.3,16.8,7.8,45051.75,30864.44,0.0,0.0,0.0,0.0,5.81,18.6,17.01,1.0,42.0,44.0,42.0,35.0,42.666666666666664,38.42857142857143,4.1173269183270715,-2.0,7.0,3,2,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,9.0,0.6691306063588585,-0.743144825477394,34.0
42.448944,-76.498665,3,5.6,8.7,3.3,45224.58,14719.84,0.0,0.0,0.0,0.0,3.89,8.1,14.96,1.0,34.0,42.0,44.0,34.0,40.0,38.285714285714285,4.270608298368628,-8.0,0.0,3,3,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,5.3999999999999995,-0.5735764363510465,0.8191520442889916,40.0
42.448944,-76.498665,3,2.9,5.3,-0.2,45396.69,21600.0,0.0,0.0,0.0,0.0,7.25,14.4,15.27,1.0,40.0,34.0,42.0,35.0,38.666666666666664,39.142857142857146,3.8483144114694583,6.0,5.0,3,4,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,5.5,-0.8829475928589271,0.4694715627858904,40.0
42.448944,-76.498665,3,5.4,10.8,0.5,45567.96,35178.9,0.0,0.0,0.0,0.0,6.22,14.5,21.96,1.0,40.0,40.0,34.0,37.0,38.0,39.857142857142854,3.3876526498727935,0.0,3.0,3,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,10.3,-0.8386705679454243,0.5446390350150266,42.0
42.448944,-76.498665,3,6.7,11.9,3.6,45738.3,21600.0,0.0,0.0,0.0,0.0,4.8,9.6,16.27,1.0,42.0,40.0,40.0,42.0,40.666666666666664,40.57142857142857,3.207134902949038,2.0,0.0,3,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,8.3,-0.7193398003386512,0.6946583704589973,44.0
42.448944,-76.498665,3,7.2,14.4,2.5,45907.57,23115.1,0.0,0.0,0.0,0.0,4.55,7.9,15.78,1.0,44.0,42.0,40.0,44.0,42.0,40.857142857142854,3.4364987719368454,2.0,0.0,4,0,1,0.8660254037844387,-0.49999999999999983,0.0,1.0,11.9,-0.5591929034707466,0.8290375725550418,42.0
42.448944,-76.498665,61,6.3,8.3,4.2,46076.04,0.0,6.2,6.2,0.0,8.0,3.5,15.3,3.05,1.0,42.0,44.0,42.0,42.0,42.666666666666664,40.57142857142857,3.207134902949038,-2.0,0.0,4,1,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,4.1000000000000005,0.9743700647852352,-0.22495105434386503,40.0
42.448944,-76.498665,71,3.9,5.6,2.3,46414.0,0.0,3.2,3.0,0.14,7.0,3.4,10.6,5.52,1.0,40.0,42.0,44.0,34.0,42.0,40.285714285714285,3.1471831698777195,-2.0,6.0,4,3,1,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,3.3,0.6018150231520483,0.7986355100472928,36.0
42.448944,-76.498665,71,2.8,5.4,1.2,46583.38,659.79,1.0,0.6,0.28,4.0,6.05,11.0,10.94,1.0,36.0,40.0,42.0,40.0,39.333333333333336,40.57142857142857,2.507132682111965,-4.0,-4.0,4,4,1,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,4.2,-0.8191520442889918,0.573576436351046,36.0
42.448944,-76.498665,51,6.6,10.2,3.5,46752.88,29518.58,0.1,0.1,0.0,1.0,7.24,12.6,18.93,1.0,36.0,36.0,40.0,40.0,37.333333333333336,40.0,3.055050463303839,0.0,-4.0,4,5,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,6.699999999999999,-0.6293203910498378,0.7771459614569706,38.0
42.448944,-76.498665,3,8.7,14.6,2.8,46922.39,43200.0,0.0,0.0,0.0,0.0,5.86,9.0,24.54,1.0,38.0,36.0,36.0,42.0,36.666666666666664,39.714285714285715,3.1471831698777213,2.0,-4.0,4,6,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,11.8,-0.4848096202463369,0.8746197071393959,43.0
42.448944,-76.498665,3,9.2,18.0,-0.2,47091.81,23531.65,0.0,0.0,0.0,0.0,2.86,5.2,16.69,1.0,43.0,38.0,36.0,44.0,39.0,39.857142857142854,3.28778402720183,5.0,-1.0,4,0,1,0.8660254037844387,-0.49999999999999983,0.0,1.0,18.2,0.5735764363510459,-0.8191520442889919,44.0
42.448944,-76.498665,3,15.6,25.7,4.2,47261.04,43200.0,0.0,0.0,0.0,0.0,3.91,7.2,24.11,1.0,44.0,43.0,38.0,42.0,41.666666666666664,39.857142857142854,3.28778402720183,1.0,2.0,4,1,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,21.5,0.6293203910498374,-0.7771459614569709,54.0
42.448944,-76.498665,63,15.9,18.8,13.8,47429.94,0.0,6.1,6.1,0.0,3.0,3.22,6.3,11.41,1.0,54.0,44.0,43.0,40.0,47.0,41.57142857142857,6.320789582985703,10.0,14.0,4,2,1,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,5.0,0.6293203910498374,-0.7771459614569709,47.0
42.448944,-76.498665,55,16.2,19.4,13.4,47598.43,11886.5,1.5,1.5,0.0,2.0,6.96,20.1,12.69,1.0,47.0,54.0,44.0,36.0,48.333333333333336,42.57142857142857,6.579187965525372,-7.0,11.0,4,3,1,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,5.999999999999998,0.788010753606722,-0.6156614753256583,37.0
42.448944,-76.498665,63,14.8,17.5,9.5,47766.36,0.0,13.0,13.0,0.0,9.0,7.39,21.1,8.89,1.0,37.0,47.0,54.0,36.0,46.0,42.714285714285715,6.421689437997981,-10.0,1.0,4,4,1,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,8.0,0.17364817766693028,-0.984807753012208,40.0
42.448944,-76.498665,53,6.4,8.6,4.8,47933.64,0.0,7.7,7.7,0.0,14.0,8.08,17.3,3.87,1.0,40.0,37.0,47.0,38.0,41.333333333333336,43.285714285714285,5.8797473220733005,3.0,2.0,4,5,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,3.8,-0.9925461516413221,-0.12186934340514717,40.0
42.448944,-76.498665,51,10.3,16.9,6.0,48100.14,7576.54,0.1,0.1,0.0,1.0,3.48,11.4,9.17,1.0,40.0,40.0,37.0,43.0,39.0,43.57142857142857,5.6230816834763475,0.0,-3.0,4,6,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,10.899999999999999,0.8290375725550417,-0.5591929034707467,44.0
42.448944,-76.498665,3,11.3,16.7,7.2,48265.74,40565.47,0.0,0.0,0.0,0.0,5.81,9.5,22.55,1.0,44.0,40.0,40.0,44.0,41.333333333333336,43.714285714285715,5.618845839799143,4.0,0.0,4,0,1,0.8660254037844387,-0.49999999999999983,0.0,1.0,9.5,-0.37460659341591235,0.9271838545667873,44.0
42.448944,-76.498665,0,11.6,19.5,3.8,48430.31,44756.96,0.0,0.0,0.0,0.0,5.19,8.1,25.79,1.0,44.0,44.0,40.0,54.0,42.666666666666664,43.714285714285715,5.618845839799143,0.0,-10.0,4,1,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,15.7,-0.3090169943749477,0.9510565162951535,45.0
42.448944,-76.498665,3,10.8,16.3,4.4,48593.73,14400.0,0.0,0.0,0.0,0.0,3.71,11.0,16.54,1.0,45.0,44.0,44.0,47.0,44.333333333333336,42.42857142857143,3.505098327538595,1.0,-2.0,4,2,1,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,11.9,0.9205048534524403,-0.39073112848927377,40.0
42.448944,-76.498665,63,12.4,13.2,11.4,48755.87,0.0,20.5,20.5,0.0,6.0,3.13,10.7,1.59,1.0,40.0,45.0,44.0,37.0,43.0,41.42857142857143,2.935821455580567,-5.0,3.0,4,3,1,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,1.799999999999999,0.9455185755993168,-0.32556815445715664,30.0
42.448944,-76.498665,3,11.5,14.0,9.1,48916.59,10973.34,0.0,0.0,0.0,0.0,5.28,12.9,13.33,1.0,30.0,40.0,45.0,40.0,38.333333333333336,40.42857142857143,5.094347941825386,-10.0,-10.0,4,4,1,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,4.9,0.5446390350150273,-0.8386705679454239,32.0
42.448944,-76.498665,3,9.1,12.6,4.5,49075.76,27549.16,0.0,0.0,0.0,0.0,6.99,12.9,13.8,1.0,32.0,30.0,40.0,40.0,34.0,39.285714285714285,6.019808571549,2.0,-8.0,4,5,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,8.1,-0.9902680687415704,0.13917310096006547,42.0
42.448944,-76.498665,3,5.8,8.7,3.0,49233.25,14422.53,0.0,0.0,0.0,0.0,5.49,11.0,14.54,1.0,42.0,32.0,30.0,44.0,34.666666666666664,39.57142857142857,6.106202935189255,10.0,-2.0,4,6,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,5.699999999999999,-0.9925461516413221,-0.12186934340514717,35.0
42.448944,-76.498665,3,6.9,13.6,0.1,49389.28,43108.22,0.0,0.0,0.0,0.0,4.46,6.5,25.59,1.0,35.0,42.0,32.0,44.0,36.333333333333336,38.285714285714285,5.964178784327994,-7.0,-9.0,4,0,1,0.8660254037844387,-0.49999999999999983,0.0,1.0,13.5,-0.22495105434386534,0.9743700647852351,47.0
42.448944,-76.498665,3,12.5,21.4,2.2,49544.97,42217.15,0.0,0.0,0.0,0.0,8.1,15.8,26.07,1.0,47.0,35.0,42.0,45.0,41.333333333333336,38.714285714285715,6.524678426668103,12.0,2.0,4,1,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,19.2,0.01745240643728344,-0.9998476951563913,54.0
42.448944,-76.498665,3,9.0,12.9,2.4,49700.3,17764.99,0.0,0.0,0.0,0.0,6.22,10.2,13.13,1.0,54.0,47.0,35.0,40.0,45.333333333333336,40.0,8.544003745317509,7.0,14.0,4,2,1,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,10.5,-0.7313537016191703,0.6819983600624987,41.0
42.448944,-76.498665,0,4.9,11.8,-2.6,49855.15,45990.71,0.0,0.0,0.0,0.0,4.05,6.2,28.11,1.0,41.0,54.0,47.0,30.0,47.333333333333336,40.142857142857146,8.552359741197558,-13.0,11.0,4,3,1,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,14.4,-0.7660444431189781,0.6427876096865393,33.0
42.448944,-76.498665,3,8.6,18.8,-3.0,50009.4,46076.51,0.0,0.0,0.0,0.0,2.72,4.4,28.06,1.0,33.0,41.0,54.0,32.0,42.666666666666664,40.57142857142857,8.017837257372708,-8.0,1.0,4,4,1,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,21.8,0.981627183447664,-0.1908089953765448,44.0
42.448944,-76.498665,3,10.9,15.8,7.5,50162.94,13761.54,0.0,0.0,0.0,0.0,6.41,13.2,14.81,1.0,44.0,33.0,41.0,42.0,39.333333333333336,42.285714285714285,7.1113591226591994,11.0,2.0,4,5,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,8.3,0.6293203910498374,-0.7771459614569709,38.0
42.448944,-76.498665,65,16.4,23.6,9.9,50315.63,28996.56,16.2,16.2,0.0,2.0,3.96,10.1,17.14,1.0,38.0,44.0,33.0,35.0,38.333333333333336,41.714285714285715,7.296444013222803,-6.0,3.0,4,6,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,13.700000000000001,0.8660254037844387,-0.49999999999999983,35.0
42.448944,-76.498665,45,19.8,24.6,16.2,50467.35,43200.0,0.0,0.0,0.0,0.0,4.48,5.8,25.32,1.0,35.0,38.0,44.0,47.0,39.0,41.714285714285715,7.296444013222803,-3.0,-12.0,4,0,1,0.8660254037844387,-0.49999999999999983,0.0,1.0,8.400000000000002,-0.7071067811865477,0.7071067811865474,42.0
42.448944,-76.498665,3,17.5,26.2,14.1,50617.98,26852.96,0.0,0.0,0.0,0.0,7.84,11.2,19.63,1.0,42.0,35.0,38.0,54.0,38.333333333333336,41.0,6.928203230275483,7.0,-12.0,4,1,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,12.1,-0.5591929034707466,0.8290375725550418,35.0
42.448944,-76.498665,45,17.9,24.6,12.3,50767.37,39600.0,0.0,0.0,0.0,0.0,3.19,6.0,25.69,1.0,35.0,42.0,35.0,41.0,37.333333333333336,38.285714285714285,4.1518785191880125,-7.0,-6.0,5,2,1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,12.3,0.052335956242943835,0.9986295347545738,44.0
42.448944,-76.498665,0,17.8,22.2,12.5,50915.4,46572.54,0.0,0.0,0.0,0.0,6.42,9.5,27.53,1.0,44.0,35.0,42.0,33.0,40.333333333333336,38.714285714285715,4.608480795022895,9.0,11.0,5,3,1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,9.7,-0.6018150231520483,0.7986355100472928,43.0
42.448944,-76.498665,3,17.9,26.1,8.4,51061.92,46651.34,0.0,0.0,0.0,0.0,3.91,11.2,26.83,1.0,43.0,44.0,35.0,44.0,40.666666666666664,40.142857142857146,4.059087394500162,-1.0,-1.0,5,4,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,17.700000000000003,0.529919264233205,-0.848048096156426,45.0
42.448944,-76.498665,3,16.6,20.9,12.7,51206.8,23013.23,0.0,0.0,0.0,0.0,5.64,13.9,20.85,1.0,45.0,43.0,44.0,38.0,44.0,40.285714285714285,4.231401884099589,2.0,7.0,5,5,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,8.2,0.6293203910498374,-0.7771459614569709,35.0
42.448944,-76.498665,63,13.0,15.2,10.8,51349.89,0.0,3.2,3.2,0.0,2.0,5.64,14.6,8.33,1.0,35.0,45.0,43.0,35.0,41.0,39.857142857142854,4.634241089562574,-10.0,0.0,5,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,4.399999999999999,0.6156614753256584,-0.7880107536067219,26.0
42.448944,-76.498665,3,17.2,22.5,12.9,51491.04,29363.16,0.0,0.0,0.0,0.0,3.7,6.5,24.22,1.0,26.0,35.0,45.0,42.0,35.333333333333336,38.57142857142857,6.900655593423511,-9.0,-16.0,5,0,1,0.49999999999999994,-0.8660254037844387,0.0,1.0,9.6,-0.4694715627858908,0.882947592858927,44.0
42.448944,-76.498665,3,16.4,25.7,5.8,51630.09,43200.0,0.0,0.0,0.0,0.0,2.0,2.7,28.66,1.0,44.0,26.0,35.0,35.0,35.0,38.857142857142854,7.104659772022166,18.0,9.0,5,1,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,19.9,0.6018150231520483,0.7986355100472928,50.0
42.448944,-76.498665,3,20.5,26.9,15.2,51766.91,43200.0,0.0,0.0,0.0,0.0,8.5,16.8,27.19,1.0,50.0,44.0,26.0,44.0,40.0,41.0,7.958224257542196,6.0,6.0,5,2,1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,11.7,-0.992546151641322,0.12186934340514768,49.0
42.448944,-76.498665,3,13.0,16.6,10.4,51901.33,12648.3,0.0,0.0,0.0,0.0,4.46,8.7,17.23,1.0,49.0,50.0,44.0,43.0,47.666666666666664,41.714285714285715,8.4796675586229,-1.0,6.0,5,3,1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,6.200000000000001,-0.5877852522924734,0.8090169943749473,31.0
42.448944,-76.498665,63,11.3,12.1,10.1,52033.18,0.0,13.1,13.1,0.0,12.0,1.97,5.2,3.4,1.0,31.0,49.0,50.0,45.0,43.333333333333336,40.0,9.345230512584106,-18.0,-14.0,5,4,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,2.0,-0.35836794954530077,0.9335804264972015,23.0
42.448944,-76.498665,53,12.8,16.4,10.1,52162.32,25146.64,1.4,1.4,0.0,2.0,4.93,7.4,20.44,1.0,23.0,31.0,49.0,35.0,34.333333333333336,36.857142857142854,10.945753688509681,-8.0,-12.0,5,5,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,6.299999999999999,0.39073112848927377,-0.9205048534524404,30.0
42.448944,-76.498665,53,11.8,15.7,9.2,52288.91,21577.26,2.3,2.3,0.0,5.0,3.41,9.0,15.06,1.0,30.0,23.0,31.0,26.0,28.0,36.142857142857146,11.246163366952747,7.0,4.0,5,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,6.5,0.8191520442889917,-0.5735764363510462,27.0
42.448944,-76.498665,61,14.5,20.9,9.1,52413.94,32400.0,2.2,2.2,0.0,1.0,4.14,9.2,21.13,1.0,27.0,30.0,23.0,44.0,26.666666666666668,36.285714285714285,11.101265479128708,-3.0,-17.0,5,0,1,0.49999999999999994,-0.8660254037844387,0.0,1.0,11.799999999999999,0.7193398003386511,-0.6946583704589974,37.0
42.448944,-76.498665,3,19.3,26.5,12.6,52537.38,46800.0,0.0,0.0,0.0,0.0,6.11,9.5,27.23,1.0,37.0,27.0,30.0,50.0,31.333333333333332,35.285714285714285,10.594248214861434,10.0,-13.0,5,1,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,13.9,0.3090169943749475,-0.9510565162951535,45.0
42.448944,-76.498665,3,17.1,18.8,16.1,52659.11,0.0,0.0,0.0,0.0,0.0,3.22,7.4,5.34,1.0,45.0,37.0,27.0,49.0,36.333333333333336,34.57142857142857,9.554355775546236,8.0,-4.0,5,2,1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,2.6999999999999993,0.788010753606722,-0.6156614753256583,33.0
42.448944,-76.498665,45,18.5,23.9,14.3,52779.0,42619.38,0.0,0.0,0.0,0.0,5.81,7.4,22.88,1.0,33.0,45.0,37.0,31.0,38.333333333333336,32.285714285714285,7.134757312253953,-12.0,2.0,5,3,1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,9.599999999999998,0.1908089953765448,0.981627183447664,38.0
42.448944,-76.498665,3,19.0,23.6,13.8,52896.93,46577.36,0.0,0.0,0.0,0.0,4.64,8.9,26.41,1.0,38.0,33.0,45.0,23.0,38.666666666666664,33.285714285714285,7.409774753982828,5.0,15.0,5,4,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,9.8,0.6293203910498374,-0.7771459614569709,44.0
42.448944,-76.498665,63,18.1,21.0,16.2,53012.8,4134.99,4.0,4.0,0.0,3.0,3.67,8.3,8.7,1.0,44.0,38.0,33.0,30.0,38.333333333333336,36.285714285714285,6.77530529974564,6.0,14.0,5,5,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,4.800000000000001,0.8746197071393959,-0.484809620246337,25.0
42.448944,-76.498665,3,20.4,26.5,15.2,53126.45,33323.0,0.0,0.0,0.0,0.0,2.86,3.2,22.42,1.0,25.0,44.0,38.0,27.0,35.666666666666664,35.57142857142857,7.742892285985928,-19.0,-2.0,5,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,11.3,0.5735764363510459,-0.8191520442889919,36.0
42.448944,-76.498665,2,22.1,30.1,14.1,53237.77,47777.92,0.0,0.0,0.0,0.0,2.2,3.6,28.77,1.0,36.0,25.0,44.0,37.0,35.0,36.857142857142854,6.76827332556268,11.0,-1.0,5,0,1,0.49999999999999994,-0.8660254037844387,0.0,1.0,16.0,0.8660254037844387,-0.49999999999999983,49.0
42.448944,-76.498665,3,24.6,31.3,18.0,53346.62,42741.21,0.0,0.0,0.0,0.0,4.43,10.5,26.43,1.0,49.0,36.0,25.0,45.0,36.666666666666664,38.57142857142857,8.182443458550782,13.0,4.0,5,1,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,13.3,0.39073112848927377,-0.9205048534524404,49.0
42.448944,-76.498665,3,24.2,31.3,18.4,53452.88,36000.0,0.0,0.0,0.0,0.0,5.91,11.5,25.62,1.0,49.0,49.0,36.0,33.0,44.666666666666664,39.142857142857146,8.820970684087063,0.0,16.0,5,2,1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,12.900000000000002,0.2756373558169992,-0.9612616959383189,43.0
42.448944,-76.498665,3,21.8,27.2,16.2,53556.39,34971.96,0.0,0.0,0.0,0.0,3.22,7.7,27.99,1.0,43.0,49.0,49.0,38.0,47.0,40.57142857142857,8.46280376819924,-6.0,5.0,5,3,1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,11.0,-0.7071067811865477,0.7071067811865474,46.0
42.448944,-76.498665,1,19.8,27.8,11.9,53657.04,48724.31,0.0,0.0,0.0,0.0,5.86,8.9,30.05,1.0,46.0,43.0,49.0,44.0,46.0,41.714285714285715,8.596787882968941,3.0,2.0,5,4,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,15.9,-0.544639035015027,0.838670567945424,50.0
